review_id,review_text,complaint_label,severity_label,stars,sentiment_label
RC000792,"I have to say, the eatery used the wrong sauce entirely on my burger. This felt like a genuine safety concern, not just bad service. I am seriously considering never returning and warning others.",Food Quality,Critical,1,Negative
RC000793,"Honestly, everything moved smoothly, we never felt like we were waiting on anything. I'd definitely recommend this place to friends.",Service Delay,Low,5,Positive
RC000794,"Honestly, the delivery agent was on their phone the entire time instead of attending to customers. It wasn't what I expected for the price I paid.",Staff Behavior,Medium,2,Negative
RC000795,"To be fair, the washroom was in a pretty poor state, no soap and a dirty sink. It wasn't what I expected for the price I paid. The washroom floor was wet and grimy, definitely not up to standard. It put a damper on what should've been a nice visit.",Cleanliness Issue,Medium,2,Negative
RC000796,"To be fair, the chicken in my pasta was undercooked, and I ended up sending it back. As if that wasn't enough, the tone the stylist used with me was unnecessarily harsh and dismissive. I don't think I'll be coming back after this.",Food Quality,High,2,Negative
RC000797,"I noticed several hygiene red flags, from dirty utensils to an unclean prep area. I am seriously considering never returning and warning others. Adding to the frustration, I can't quite explain it, but the visit left a bad taste, figuratively speaking. This felt like a genuine safety concern, not just bad service.",Cleanliness Issue,Critical,1,Negative
RC000798,"This was my first time here, and delivery boy walked past our table repeatedly without ever checking on us. I left feeling quite upset about the whole thing. To make matters worse, the noodles had ingredients I didn't order and hadn't asked for. I was genuinely frustrated by the end of it.",Staff Behavior,High,1,Negative
RC000799,"I really wanted to like this place, but we were hit with an unexpected packaging charge that wasn't mentioned during ordering. I expected better, to be honest. It put a damper on what should've been a nice visit.",Pricing Issue,Medium,2,Negative
RC000800,"Honestly, I saw a cockroach scurry across the floor near our table.",Cleanliness Issue,High,2,Negative
RC000801,"I have to say, a few small things added up to make the visit disappointing. This really ruined the experience for us. Overall the experience at this restaurant just felt underwhelming. I left feeling quite upset about the whole thing.",General Dissatisfaction,High,1,Negative
RC000802,"To be fair, the washroom floor was wet and grimy, definitely not up to standard. Also, the cheesecake arrived stone cold at our table during a work dinner.",Cleanliness Issue,High,1,Negative
RC000803,"There was a strange, unpleasant smell in the dining area the whole time. Multiple things went wrong and it was exhausting. Also, the eatery had clearly overbooked, and we ended up waiting despite having a reservation.",Cleanliness Issue,High,2,Negative
RC000804,"I was pleasantly surprised, we were seated and served promptly, no long lines or delays whatsoever. It's become one of our go-to spots.",Service Delay,Low,5,Positive
RC000805,The whole team at this eatery went out of their way to make us feel welcome. We'll be back again for sure.,Staff Behavior,Low,4,Positive
RC000806,"I've visited a few times before, and there were way more people than the space could comfortably handle. Multiple things went wrong and it was exhausting. In addition, I ordered fish fillet for lunch and it showed up well past dinner time. This really ruined the experience for us.",General Dissatisfaction,High,1,Negative
RC000807,"Honestly, between the slow service, the mediocre food, and the noise, the whole visit was a letdown. I was genuinely frustrated by the end of it. Several things went wrong during our visit, from the wait time to the state of our table.",General Dissatisfaction,High,1,Negative
RC000808,"I have to say, several things went wrong during our visit, from the wait time to the state of our table. I am seriously considering never returning and warning others. Adding to the frustration, we tried to get waitress's attention multiple times and were completely ignored.",General Dissatisfaction,Critical,1,Negative
RC000809,"I have to say, the total on the receipt didn't match what we actually ordered at all. This crossed a line and needs to be addressed urgently.",Pricing Issue,Critical,1,Negative
RC000810,"I really wanted to like this place, but the receipt listed an item we never actually got served. It left me a bit disappointed, honestly. We were billed for a premium omelette but received the regular version. It wasn't what I expected for the price I paid.",Pricing Issue,Medium,2,Negative
RC000811,"To be fair, I stood at the counter for several minutes before anyone even acknowledged me. It wasn't a huge deal, but it was noticeable.",Staff Behavior,Low,3,Neutral
RC000812,"I have to say, the receipt listed an item we never actually got served. It was a pretty disappointing visit overall. We were billed for a premium noodles but received the regular version.",Pricing Issue,High,2,Negative
RC000813,"All things considered, cleanliness was acceptable overall, nothing alarming but not spotless either. It was a fine experience overall, nothing more nothing less.",Cleanliness Issue,Low,3,Neutral
RC000814,Getting the bill alone took almost 20 minutes after we asked for it. I left feeling quite upset about the whole thing.,Service Delay,High,2,Negative
RC000815,"I was pleasantly surprised, the delivery from the bistro arrived earlier than expected, which was a nice surprise. Honestly, hard to find anything to complain about. Service was fast and efficient from the moment we sat down.",Service Delay,Low,4,Positive
RC000816,"Not going to lie, there was a strange, unpleasant smell in the dining area the whole time. It wasn't what I expected for the price I paid. A bad odor from somewhere near the kitchen was noticeable throughout our meal.",Cleanliness Issue,Medium,2,Negative
